"y","d","h","sap.mm.day"
2007,220,22,1.45444242
2007,220,23,1.097546676
2007,220,24,0.75468366
2007,221,1,0.436530396
2007,221,2,0.260939856
2007,221,3,0.159040524
2007,221,4,0.114366252
2007,221,5,0.08138322
2007,221,6,0.061132764
2007,221,7,0.088401636
2007,221,8,1.227241356
2007,221,9,3.957955368
2007,221,10,5.932465212
2007,221,11,7.027425456
2007,221,12,7.765011228
2007,221,13,8.027582376
2007,221,14,8.249738604
2007,221,15,6.152394732
2007,221,16,4.522654632
2007,221,17,1.50142524
2007,221,18,0.85991058
2007,221,19,0.57358944
2007,221,20,0.297013128
2007,221,21,0.145130364
2007,221,22,0.083760504
2007,221,23,0.086309328
2007,221,24,0.075191508
2007,222,1,0.103216176
2007,222,2,0.08683836
2007,222,3,0.07207542
2007,222,4,0.10033266
2007,222,5,0.05683434
2007,222,6,0.130464672
2007,222,7,0.157529988
2007,222,8,0.748111116
2007,222,9,1.935207576
2007,222,10,3.490555248
2007,222,11,6.121224876
2007,222,12,7.409129568
2007,222,13,7.894672932
2007,222,14,7.71489102
2007,222,15,7.930402272
2007,222,16,5.837416872
2007,222,17,1.830402252
2007,222,18,0.850982316
2007,222,19,0.518134056
2007,222,20,0.3672588
2007,222,21,0.274699476
2007,222,22,0.206766444
2007,222,23,0.148893312
2007,222,24,0.104753424
2007,223,1,0.265571148
2007,223,2,0.209686344
2007,223,3,0.143218056
2007,223,4,0.09729876
2007,223,5,0.099383664
2007,223,6,0.092200476
2007,223,7,0.042033576
2007,223,8,0.059621388
2007,223,9,0.072503844
2007,223,10,0.089242872
2007,223,11,0.127223532
2007,223,12,1.625092032
2007,223,13,5.661498048
2007,223,14,6.216179136
2007,223,15,6.727313784
2007,223,16,6.372075372
2007,223,17,5.865400332
2007,223,18,5.018806944
2007,223,19,3.462484356
2007,223,20,1.815730188
2007,223,21,0.957601008
2007,223,22,0.680825556
2007,223,23,0.51517632
2007,223,24,0.323069652
2007,224,1,0.2626365
2007,224,2,0.171468372
2007,224,3,0.108952584
2007,224,4,0.084471912
2007,224,5,0.060632112
2007,224,6,0.053264724
2007,224,7,0.019870152
2007,224,8,0.346971312
2007,224,9,3.377637048
2007,224,10,6.20521626
2007,224,11,7.526533404
2007,224,12,8.733855948
2007,224,13,9.070085724
2007,224,14,8.873841564
2007,224,15,8.390441484
2007,224,16,7.939929024
2007,224,17,7.050650676
2007,224,18,5.766528192
2007,224,19,3.767960976
2007,224,20,1.889397756
2007,224,21,1.117676832
2007,224,22,0.75153846
2007,224,23,0.54345408
2007,224,24,0.399415224
2007,225,1,0.239842668
2007,225,2,0.167001192
2007,225,3,0.120485568
2007,225,4,0.103070484
2007,225,5,0.094893216
2007,225,6,0.087414816
2007,225,7,0.057184488
2007,225,8,0.228139344
2007,225,9,3.296897436
2007,225,10,6.24184752
2007,225,11,7.877894196
2007,225,12,8.864050596
2007,225,13,8.90714064
2007,225,14,8.758328136
2007,225,15,8.066829624
2007,225,16,7.668307572
2007,225,17,6.942676848
2007,225,18,5.199677004
2007,225,19,2.651407572
2007,225,20,1.833126924
2007,225,21,1.205187384
2007,225,22,0.7845351
2007,225,23,0.602194128
2007,225,24,0.485735772
2007,226,1,0.3320907
2007,226,2,0.254358396
2007,226,3,0.183153
2007,226,4,0.12653076
2007,226,5,0.065732016
2007,226,6,0.044548896
2007,226,7,0.032248272
2007,226,8,0.529516704
2007,226,9,3.867698892
2007,226,10,6.092802564
2007,226,11,7.226407296
2007,226,12,8.207048856
2007,226,13,8.390194392
2007,226,14,8.253393672
2007,226,15,8.086685292
2007,226,16,7.309641696
2007,226,17,6.6233496
2007,226,18,5.436444996
2007,226,19,3.564610356
2007,226,20,1.865499912
2007,226,21,1.148847696
2007,226,22,0.733789524
2007,226,23,0.519596496
2007,226,24,0.548330736
2007,227,1,0.347657784
2007,227,2,0.156815532
2007,227,3,0.096616068
2007,227,4,0.063548436
2007,227,5,0.04186488
2007,227,6,0.009589356
2007,227,7,0.019418832
2007,227,8,0.914575128
2007,227,9,3.437637876
2007,227,10,5.381637432
2007,227,11,7.015163664
2007,227,12,8.355986772
2007,227,13,8.912614788
2007,227,14,8.762998476
2007,227,15,8.295252456
2007,227,16,7.46831424
2007,227,17,6.82627566
2007,227,18,5.3510721
2007,227,19,3.51376392
2007,227,20,2.140150116
2007,227,21,1.36987602
2007,227,22,1.011068184
2007,227,23,0.734044956
2007,227,24,0.506388
2007,228,1,0.150453252
2007,228,2,0.101808792
2007,228,3,0.059153808
2007,228,4,0.0583287
2007,228,5,0.050162868
2007,228,6,0.043343712
2007,228,7,0.02099808
2007,228,8,0.202476876
2007,228,9,2.339983584
2007,228,10,4.7961537
2007,228,11,6.439501272
2007,228,12,7.309706736
2007,228,13,7.58619966
2007,228,14,7.51403736
2007,228,15,7.40424516
2007,228,16,7.09891908
2007,228,17,6.23630364
2007,228,18,4.785142044
2007,228,19,3.269424084
2007,228,20,1.983872064
2007,228,21,1.3059072
2007,228,22,0.950797572
2007,228,23,0.746745588
2007,228,24,0.628234116
2007,229,1,0.477570084
2007,229,2,0.434321292
2007,229,3,0.340963392
2007,229,4,0.268766076
2007,229,5,0.316554408
2007,229,6,0.168601068
2007,229,7,0.105755388
2007,229,8,0.147083448
2007,229,9,0.835441272
2007,229,10,1.448406768
2007,229,11,2.26021698
2007,229,12,4.507874088
2007,229,13,3.660991068
2007,229,14,3.701388864
2007,229,15,6.134592336
2007,229,16,6.65407074
2007,229,17,6.07538208
2007,229,18,4.777989156
2007,229,19,2.639133024
2007,229,20,1.419409968
2007,229,21,0.802369032
2007,229,22,0.561153444
2007,229,23,0.423817404
2007,229,24,0.345390624
2007,230,1,0.337392252
2007,230,2,0.235009752
2007,230,3,0.148240188
2007,230,4,0.102518952
2007,230,5,0.091397952
2007,230,6,0.119851308
2007,230,7,0.691974876
2007,230,8,3.191971944
2007,230,9,5.133437016
2007,230,10,6.192716532
2007,230,11,6.750808512
2007,230,12,7.302243
2007,230,13,7.480672932
2007,230,14,7.320170112
2007,230,15,6.756844308
2007,230,16,6.543412812
2007,230,17,5.163544248
2007,230,18,3.765318312
2007,230,19,2.257144212
2007,230,20,1.3116339
2007,230,21,0.726064788
2007,230,22,0.421829124
2007,230,23,0.222449496
2007,230,24,0.104294652
2007,231,1,0.14231712
2007,231,2,0.074345232
2007,231,3,0.042777756
2007,231,4,0.03133716
2007,231,5,0.017856852
2007,231,6,0.016256712
2007,231,7,0.091759704
2007,231,8,1.227178032
2007,231,9,3.308543088
2007,231,10,4.328857476
2007,231,11,6.421777944
2007,231,12,7.531686276
2007,231,13,8.176940412
2007,231,14,8.052848928
2007,231,15,7.536027576
2007,231,16,6.788484696
2007,231,17,5.901636108
2007,231,18,4.839637716
2007,231,19,3.083360988
2007,231,20,1.9483983
2007,231,21,1.373543988
2007,231,22,0.966135744
2007,231,23,0.713786772
2007,231,24,0.539828448
2007,232,1,0.09628866
2007,232,2,0.069940512
2007,232,3,0.073036308
2007,232,4,0.095547264
2007,232,5,0.125909748
2007,232,6,0.13118154
2007,232,7,0.292330548
2007,232,8,1.733391468
2007,232,9,4.194527184
2007,232,10,5.813779416
2007,232,11,6.5708796
2007,232,12,7.099353324
2007,232,13,7.228290732
2007,232,14,7.156478856
2007,232,15,6.757853856
2007,232,16,6.485079012
2007,232,17,6.050421432
2007,232,18,4.886606868
2007,232,19,3.2443179
2007,232,20,1.87137816
2007,232,21,1.173278688
2007,232,22,0.79102626
2007,232,23,0.559571724
2007,232,24,0.37807554
2007,233,1,0.163300836
2007,233,2,0.081375972
2007,233,3,0.067976028
2007,233,4,0.114519528
2007,233,5,0.160935312
2007,233,6,0.17306952
2007,233,7,0.5643333
2007,233,8,2.125008492
2007,233,9,4.123474152
2007,233,10,5.510360568
2007,233,11,6.24202566
2007,233,12,6.69189996
2007,233,13,6.92741118
2007,233,14,6.835975236
2007,233,15,6.633221052
2007,233,16,5.92452426
2007,233,17,5.147294052
2007,233,18,3.902218488
2007,233,19,2.803395
2007,233,20,1.88647818
2007,233,21,1.327755048
2007,233,22,0.670903188
2007,233,23,0.485472312
2007,233,24,0.2955534
2007,234,1,0.348777648
2007,234,2,0.25653972
2007,234,3,0.18978852
2007,234,4,0.1225746
2007,234,5,0.100918824
2007,234,6,0.081148896
2007,234,7,0.03932358
2007,234,8,0.039823116
2007,234,9,0.07122828
2007,234,10,0.709547592
2007,234,11,2.970187452
2007,234,12,5.211243216
2007,234,13,6.404012364
2007,234,14,6.817624536
2007,234,15,6.862632804
2007,234,16,6.36511134
2007,234,17,5.650719252
2007,234,18,4.077023352
2007,234,19,2.43115266
2007,234,20,1.301246904
2007,234,21,0.704530812
2007,234,22,0.388769616
2007,234,23,0.243199272
2007,234,24,0.14642268
2007,235,1,0.138868164
2007,235,2,0.092286288
2007,235,3,0.055900884
2007,235,4,0.035023596
2007,235,5,0.028128108
2007,235,6,0.025283856
2007,235,7,0.023345208
2007,235,8,0.848821236
2007,235,9,3.258771684
2007,235,10,5.335669116
2007,235,11,6.165279996
2007,235,12,7.230259416
2007,235,13,7.969358016
2007,235,14,7.81799712
2007,235,15,7.229934
2007,235,16,6.950781204
2007,235,17,6.161332092
2007,235,18,4.524962892
2007,235,19,2.80687914
2007,235,20,1.4335263
2007,235,21,0.869144808
2007,235,22,0.55243476
2007,235,23,0.386613732
2007,235,24,0.23427984
2007,236,1,0.2591148
2007,236,2,0.203652792
2007,236,3,0.223572252
2007,236,4,0.179084676
2007,236,5,0.143969904
2007,236,6,0.043095732
2007,236,7,0.037940352
2007,236,8,0.330786156
2007,236,9,2.579863536
2007,236,10,5.501294208
2007,236,11,6.953368296
2007,236,12,8.202155892
2007,236,13,8.401116144
2007,236,14,8.246688408
2007,236,15,7.974518904
2007,236,16,7.497820332
2007,236,17,6.7229172
2007,236,18,5.166139872
2007,236,19,3.641614032
2007,236,20,2.119848708
2007,236,21,1.320087732
2007,236,22,0.853064484
2007,236,23,0.563846196
2007,236,24,0.403225008
2007,237,1,0.315478572
2007,237,2,0.254620848
2007,237,3,0.228437724
2007,237,4,0.1766724
2007,237,5,0.127357452
2007,237,6,0.032724204
2007,237,7,0.020372796
2007,237,8,0.289475604
2007,237,9,2.89722942
2007,237,10,5.637594864
2007,237,11,7.18347222
2007,237,12,7.976560464
2007,237,13,8.022383904
2007,237,14,7.839024732
2007,237,15,7.56120744
2007,237,16,6.961102992
2007,237,17,6.268370784
2007,237,18,5.151513252
2007,237,19,3.451763292
2007,237,20,2.059138728
2007,237,21,1.353723996
2007,237,22,0.812166216
2007,237,23,0.44713704
2007,237,24,0.263299788
2007,238,1,0.193289244
2007,238,2,0.133639092
2007,238,3,0.084088956
2007,238,4,0.056845248
2007,238,5,0.033038316
2007,238,6,0.014764152
2007,238,7,0.010662876
2007,238,8,0.130809804
2007,238,9,2.388186204
2007,238,10,5.108595
2007,238,11,6.770388636
2007,238,12,6.822624624
2007,238,13,6.706357092
2007,238,14,4.609242048
2007,238,15,5.594487264
2007,238,16,6.242388564
2007,238,17,4.203109104
2007,238,18,2.336897484
2007,238,19,1.41938274
2007,238,20,0.904294272
2007,238,21,0.5291973
2007,238,22,0.36593652
2007,238,23,0.271234836
2007,238,24,0.212337492
2007,239,1,0.153275376
2007,239,2,0.12065088
2007,239,3,0.09345792
2007,239,4,0.082397436
2007,239,5,0.086532216
2007,239,6,0.070719048
2007,239,7,0.041070732
2007,239,8,0.014820024
2007,239,9,0.04869534
2007,239,10,0.310077792
2007,239,11,1.613142504
2007,239,12,3.853339008
2007,239,13,5.110643892
2007,239,14,5.189452704
2007,239,15,6.275531292
2007,239,16,6.662845056
2007,239,17,6.450198564
2007,239,18,5.098779612
2007,239,19,2.977210356
2007,239,20,1.686554844
2007,239,21,0.984325728
2007,239,22,0.594929916
2007,239,23,0.385205892
2007,239,24,0.251916708
2007,240,1,0.287462256
2007,240,2,0.214632696
2007,240,3,0.146389296
2007,240,4,0.12377964
2007,240,5,0.101691984
2007,240,6,0.051179028
2007,240,7,0.125269344
2007,240,8,0.585785112
2007,240,9,3.231127068
2007,240,10,5.48238096
2007,240,11,6.857507628
2007,240,12,7.711501248
2007,240,13,7.856586444
2007,240,14,7.680311988
2007,240,15,7.608378024
2007,240,16,7.182855288
2007,240,17,6.432525744
2007,240,18,5.098946244
2007,240,19,3.282765312
2007,240,20,1.958976492
2007,240,21,1.279712832
2007,240,22,0.883200984
2007,240,23,0.66166758
2007,240,24,0.521538432
2007,241,1,0.2360478
2007,241,2,0.153905244
2007,241,3,0.096332436
2007,241,4,0.073060332
2007,241,5,0.058907352
2007,241,6,0.057781572
2007,241,7,0.138158988
2007,241,8,0.62348562
2007,241,9,2.801412084
2007,241,10,5.347002552
2007,241,11,6.67602024
2007,241,12,7.692693252
2007,241,13,7.932128004
2007,241,14,7.838014872
2007,241,15,7.459224492
2007,241,16,6.963924624
2007,241,17,5.989184472
2007,241,18,4.61380788
2007,241,19,3.069408996
2007,241,20,1.749315228
2007,241,21,1.062702384
2007,241,22,0.70233036
2007,241,23,0.48063
2007,241,24,0.325180992
2007,242,1,0.265966548
2007,242,2,0.147284832
2007,242,3,0.087918312
2007,242,4,0.080129616
2007,242,5,0.0807717
2007,242,6,0.060245892
2007,242,7,0.116968572
2007,242,8,0.746346432
2007,242,9,2.899063392
2007,242,10,5.020834572
2007,242,11,6.571497384
2007,242,12,7.566616272
2007,242,13,7.977956532
2007,242,14,7.836196116
2007,242,15,7.487312376
2007,242,16,6.92917596
2007,242,17,5.907419064
2007,242,18,4.686788796
2007,242,19,2.998811088
2007,242,20,1.955071092
2007,242,21,1.338244524
2007,242,22,1.0289082
2007,242,23,0.714688968
2007,242,24,0.527658192
2007,243,1,0.283920852
2007,243,2,0.197039376
2007,243,3,0.142224444
2007,243,4,0.1068351
2007,243,5,0.085968036
2007,243,6,0.062043768
2007,243,7,0.065086836
2007,243,8,0.716726172
2007,243,9,2.821196508
2007,243,10,4.770041088
2007,243,11,6.044518128
2007,243,12,7.245562428
2007,243,13,7.576977276
2007,243,14,7.538365296
2007,243,15,7.301565516
2007,243,16,6.693189768
2007,243,17,5.677054896
2007,243,18,4.488392184
2007,243,19,3.05258286
2007,243,20,1.959570432
2007,243,21,1.368990564
2007,243,22,1.001993736
2007,243,23,0.780801984
2007,243,24,0.607635156
2007,244,1,0.216229464
2007,244,2,0.134465364
2007,244,3,0.098764992
2007,244,4,0.105896976
2007,244,5,0.119946948
2007,244,6,0.1206216
2007,244,7,0.25821618
2007,244,8,1.032465528
2007,244,9,2.938577244
2007,244,10,4.717998336
2007,244,11,5.517028452
2007,244,12,6.281791752
2007,244,13,6.675776712
2007,244,14,6.119503596
2007,244,15,5.931621792
2007,244,16,5.755544952
2007,244,17,4.885724412
2007,244,18,3.841242948
2007,244,19,2.517102132
2007,244,20,1.5691989
2007,244,21,1.03977102
2007,244,22,0.586104588
2007,244,23,0.322998696
2007,244,24,0.1630125
2007,245,1,0.30181836
2007,245,2,0.206387628
2007,245,3,0.134503932
2007,245,4,0.093076812
2007,245,5,0.072932244
2007,245,6,0.056048208
2007,245,7,0.025992048
2007,245,8,0.3155883
2007,245,9,2.216877336
2007,245,10,3.879789324
2007,245,11,5.535110532
2007,245,12,6.745025808
2007,245,13,7.260976872
2007,245,14,7.2813288
2007,245,15,7.077151188
2007,245,16,6.506541636
2007,245,17,5.686677696
2007,245,18,4.407505704
2007,245,19,2.871696468
2007,245,20,1.743656412
2007,245,21,1.107632244
2007,245,22,0.763544064
2007,245,23,0.577570836
2007,245,24,0.454415868
2007,246,1,0.231189552
2007,246,2,0.232283304
2007,246,3,0.179475648
2007,246,4,0.1212207
2007,246,5,0.099238704
2007,246,6,0.09669012
2007,246,7,0.08931408
2007,246,8,0.676268832
2007,246,9,2.83394304
2007,246,10,4.52862348
2007,246,11,5.260499016
2007,246,12,6.344579592
2007,246,13,7.264343652
2007,246,14,6.66591306
2007,246,15,6.591903168
2007,246,16,5.681353932
2007,246,17,5.498829864
2007,246,18,4.404433896
2007,246,19,2.84412414
2007,246,20,1.6042764
2007,246,21,1.003813452
2007,246,22,0.570885564
2007,246,23,0.338616324
2007,246,24,0.190531164
2007,247,1,0.222723912
2007,247,2,0.193209312
2007,247,3,0.13721028
2007,247,4,0.088449996
2007,247,5,0.069961224
2007,247,6,0.06993318
2007,247,7,0.061780872
2007,247,8,0.363354948
2007,247,9,2.500002264
2007,247,10,5.06677428
2007,247,11,6.322334844
2007,247,12,7.507168188
2007,247,13,7.710801468
2007,247,14,7.607073804
2007,247,15,7.300706016
2007,247,16,6.781086384
2007,247,17,5.970870888
2007,247,18,4.632602376
2007,247,19,3.092146596
2007,247,20,1.88824092
2007,247,21,1.203670548
2007,247,22,0.805618692
2007,247,23,0.55243602
2007,247,24,0.396977016
2007,248,1,0.461757144
2007,248,2,0.355504764
2007,248,3,0.287768364
2007,248,4,0.255704784
2007,248,5,0.205824816
2007,248,6,0.16815414
2007,248,7,0.181826556
2007,248,8,0.405081036
2007,248,9,2.74081314
2007,248,10,5.091885264
2007,248,11,6.473453292
2007,248,12,7.48286634
2007,248,13,7.733929572
2007,248,14,7.305633576
2007,248,15,7.382643192
2007,248,16,6.988309212
2007,248,17,6.177124476
2007,248,18,4.780451292
2007,248,19,3.133739172
2007,248,20,1.973943192
2007,248,21,1.350872808
2007,248,22,0.9269508
2007,248,23,0.646952244
2007,248,24,0.4474116
2007,249,1,0.299844324
2007,249,2,0.229221768
2007,249,3,0.143670912
2007,249,4,0.091479756
2007,249,5,0.06038616
2007,249,6,0.040448208
2007,249,7,0.026010768
2007,249,8,0.315579516
2007,249,9,2.280215412
2007,249,10,4.480834476
2007,249,11,5.710126428
2007,249,12,6.481630128
2007,249,13,6.731549856
2007,249,14,6.554470836
2007,249,15,6.35482722
2007,249,16,5.585845212
2007,249,17,4.967253204
2007,249,18,4.044706572
2007,249,19,2.821388232
2007,249,20,1.86930258
2007,249,21,1.248464136
2007,249,22,0.94287708
2007,249,23,0.719556024
2007,249,24,0.568144524
2007,250,1,0.262587996
2007,250,2,0.203305296
2007,250,3,0.160241364
2007,250,4,0.125771304
2007,250,5,0.083022948
2007,250,6,0.048806724
2007,250,7,0.015606624
2007,250,8,0.114090468
2007,250,9,1.801499232
2007,250,10,3.732580224
2007,250,11,4.802101452
2007,250,12,5.318821272
2007,250,13,5.8508427
2007,250,14,5.686885716
2007,250,15,5.62998024
2007,250,16,5.26255932
2007,250,17,4.461723576
2007,250,18,3.200321268
2007,250,19,2.050832256
2007,250,20,1.314951084
2007,250,21,0.92266812
2007,250,22,0.668223384
2007,250,23,0.467655804
2007,250,24,0.317848608
2007,251,1,0.394758468
2007,251,2,0.290060136
2007,251,3,0.204618816
2007,251,4,0.139316628
2007,251,5,0.097375452
2007,251,6,0.0539052
2007,251,7,0.023582628
2007,251,8,0.12709794
2007,251,9,1.563893508
2007,251,10,3.331834848
2007,251,11,4.489172952
2007,251,12,5.52171738
2007,251,13,6.096037476
2007,251,14,5.987034528
2007,251,15,5.883153972
2007,251,16,5.568077136
2007,251,17,4.825500864
2007,251,18,3.855651756
2007,251,19,2.620987992
2007,251,20,1.826544312
2007,251,21,1.370071092
2007,251,22,1.084456596
2007,251,23,0.892822044
2007,251,24,0.755579964
2007,252,1,0.180598884
2007,252,2,0.149309856
2007,252,3,0.136296252
2007,252,4,0.117173016
2007,252,5,0.115992816
2007,252,6,0.106853652
2007,252,7,0.124157184
2007,252,8,0.226258224
2007,252,9,0.478009464
2007,252,10,1.086346536
2007,252,11,2.17841436
2007,252,12,3.473102028
2007,252,13,5.031918252
2007,252,14,4.957621476
2007,252,15,4.058264124
2007,252,16,4.173708228
2007,252,17,3.576389184
2007,252,18,2.696274504
2007,252,19,1.501096176
2007,252,20,0.849817824
2007,252,21,0.556962768
2007,252,22,0.378742632
2007,252,23,0.259019352
2007,252,24,0.185629524
2007,253,1,0.261638208
2007,253,2,0.21373596
2007,253,3,0.153812592
2007,253,4,0.104286828
2007,253,5,0.06806592
2007,253,6,0.04075596
2007,253,7,0.025727472
2007,253,8,0.426766896
2007,253,9,2.01749658
2007,253,10,3.637842012
2007,253,11,4.791869268
2007,253,12,5.531616336
2007,253,13,5.832923532
2007,253,14,5.681754828
2007,253,15,5.463399468
2007,253,16,5.140745868
2007,253,17,4.502139516
2007,253,18,3.412422708
2007,253,19,2.212987812
2007,253,20,1.517737452
2007,253,21,1.089681168
2007,253,22,0.786638616
2007,253,23,0.585234912
2007,253,24,0.436453728
2007,254,1,0.207937836
2007,254,2,0.102250908
2007,254,3,0.077036208
2007,254,4,0.051077388
2007,254,5,0.027923328
2007,254,6,0.01396806
2007,254,7,0.037278588
2007,254,8,0.601085952
2007,254,9,2.245364088
2007,254,10,3.697752024
2007,254,11,4.585200504
2007,254,12,5.097209784
2007,254,13,5.275624404
2007,254,14,5.161971084
2007,254,15,4.927352484
2007,254,16,4.466603748
2007,254,17,3.747139368
2007,254,18,2.87927274
2007,254,19,1.802423544
2007,254,20,1.184802732
2007,254,21,0.785843904
2007,254,22,0.606139608
2007,254,23,0.50389374
2007,254,24,0.412778784
2007,255,1,0.363991092
2007,255,2,0.284331624
2007,255,3,0.216653208
2007,255,4,0.177506952
2007,255,5,0.152505036
2007,255,6,0.123925716
2007,255,7,0.185517624
2007,255,8,0.358476192
2007,255,9,1.384452816
2007,255,10,3.097188888
2007,255,11,3.847261392
2007,255,12,3.465660216
2007,255,13,3.993474732
2007,255,14,4.861332852
2007,255,15,4.434898908
2007,255,16,3.670052568
2007,255,17,2.521824192
2007,255,18,1.71364104
2007,255,19,1.121101368
2007,255,20,0.747191988
2007,255,21,0.489517716
2007,255,22,0.319776624
2007,255,23,0.219478884
2007,255,24,0.158621904
2007,256,1,0.084411204
2007,256,2,0.06619458
2007,256,3,0.048313476
2007,256,4,0.036027252
2007,256,5,0.02730702
2007,256,6,0.026544312
2007,256,7,0.02785092
2007,256,8,0.557601672
2007,256,9,2.075125068
2007,256,10,3.468901008
2007,256,11,4.339993956
2007,256,12,4.951574508
2007,256,13,5.293553568
2007,256,14,5.194620588
2007,256,15,4.906982016
2007,256,16,4.46045592
2007,256,17,3.605815872
2007,256,18,2.520782556
2007,256,19,1.667443476
2007,256,20,1.154106852
2007,256,21,0.838399356
2007,256,22,0.616030716
2007,256,23,0.453857748
2007,256,24,0.32762478
2007,257,1,0.288849504
2007,257,2,0.20590992
2007,257,3,0.125188152
2007,257,4,0.093927408
2007,257,5,0.07821228
2007,257,6,0.068199816
2007,257,7,0.047482812
2007,257,8,0.199860804
2007,257,9,1.036553952
2007,257,10,2.338471104
2007,257,11,3.56843148
2007,257,12,4.416830688
2007,257,13,4.563993
2007,257,14,4.68674514
2007,257,15,4.381622484
2007,257,16,4.027689036
2007,257,17,3.123647088
2007,257,18,2.205211608
2007,257,19,1.473032136
2007,257,20,1.03558986
2007,257,21,0.800911584
2007,257,22,0.667874052
2007,257,23,0.570715236
2007,257,24,0.553132068
2007,258,1,0.387087444
2007,258,2,0.342318648
2007,258,3,0.335714808
2007,258,4,0.311331192
2007,258,5,0.270626016
2007,258,6,0.207049068
2007,258,7,0.157901844
2007,258,8,0.139263768
2007,258,9,0.198221268
2007,258,10,1.632897228
2007,258,11,3.48690054
2007,258,12,4.662962448
2007,258,13,4.686024276
2007,258,14,3.60736884
2007,258,15,4.531569264
2007,258,16,4.48532082
2007,258,17,4.166097768
2007,258,18,3.187285104
2007,258,19,1.62362472
2007,258,20,0.877971564
2007,258,21,0.57862272
2007,258,22,0.367917408
2007,258,23,0.258702756
2007,258,24,0.177569364
2007,259,1,0.2941668
2007,259,2,0.156031572
2007,259,3,0.072194244
2007,259,4,0.03655068
2007,259,5,0.029536956
2007,259,6,0.026228712
2007,259,7,0.02610234
2007,259,8,0.499407132
2007,259,9,3.030523584
2007,259,10,4.394859564
2007,259,11,5.501235984
2007,259,12,6.591230508
2007,259,13,6.90840168
2007,259,14,7.121391348
2007,259,15,6.823588728
2007,259,16,5.88202386
2007,259,17,4.985907468
2007,259,18,3.63476514
2007,259,19,2.275717092
2007,259,20,1.391195436
2007,259,21,0.978707136
2007,259,22,0.733850772
2007,259,23,0.563729928
2007,259,24,0.427484952
2007,260,1,0.210072432
2007,260,2,0.153725196
2007,260,3,0.102036096
2007,260,4,0.070911996
2007,260,5,0.052368264
2007,260,6,0.032160024
2007,260,7,0.013952772
2007,260,8,0.438481512
2007,260,9,2.668344168
2007,260,10,3.983622312
2007,260,11,5.27060814
2007,260,12,5.925520296
2007,260,13,6.39781482
2007,260,14,6.495956352
2007,260,15,6.151360992
2007,260,16,5.189646096
2007,260,17,4.581875796
2007,260,18,3.175709448
2007,260,19,2.03052852
2007,260,20,1.436194512
2007,260,21,1.082577264
2007,260,22,0.84159198
2007,260,23,0.6477513
2007,260,24,0.5036982
2007,261,1,0.229370352
2007,261,2,0.176951928
2007,261,3,0.1315002
2007,261,4,0.075210552
2007,261,5,0.03951258
2007,261,6,0.017033976
2007,261,7,0.054214404
2007,261,8,1.12046796
2007,261,9,2.766560244
2007,261,10,3.748596264
2007,261,11,4.860225432
2007,261,12,5.583258072
2007,261,13,6.179379336
2007,261,14,5.9909664
2007,261,15,5.857936644
2007,261,16,5.167641516
2007,261,17,4.239518448
2007,261,18,2.94181812
2007,261,19,1.745918892
2007,261,20,1.156957428
2007,261,21,0.869622204
2007,261,22,0.693714636
2007,261,23,0.5736285
2007,261,24,0.49013268
2007,262,1,0.218835132
2007,262,2,0.183324936
2007,262,3,0.167112636
2007,262,4,0.149885352
2007,262,5,0.104968632
2007,262,6,0.057519696
2007,262,7,0.036650748
2007,262,8,0.03215856
2007,262,9,0.0362301
2007,262,10,0.119154564
2007,262,11,1.398273504
2007,262,12,2.098015008
2007,262,13,2.595791016
2007,262,14,2.989143144
2007,262,15,3.558902832
2007,262,16,3.406485132
2007,262,17,2.25848058
2007,262,18,1.497795504
2007,262,19,0.922994556
2007,262,20,0.574455972
2007,262,21,0.394584648
2007,262,22,0.278329776
2007,262,23,0.203091912
2007,262,24,0.155267688
2007,263,1,0.302916276
2007,263,2,0.272706468
2007,263,3,0.255676824
2007,263,4,0.220525152
2007,263,5,0.136925244
2007,263,6,0.097422636
2007,263,7,0.068441472
2007,263,8,0.059345472
2007,263,9,0.070631652
2007,263,10,0.0581952
2007,263,11,0.052272432
2007,263,12,0.077323932
2007,263,13,0.147475548
2007,263,14,0.138981156
2007,263,15,0.113964792
2007,263,16,0.113457024
2007,263,17,0.109201116
2007,263,18,0.115859988
2007,263,19,0.118758744
2007,263,20,0.11683944
2007,263,21,0.095445072
2007,263,22,0.088388076
2007,263,23,0.0968382
2007,263,24,0.096087468
2007,264,1,0.055091556
2007,264,2,0.054897624
2007,264,3,0.096766248
2007,264,4,0.28933806
2007,264,5,0.279211764
2007,264,6,0.18488208
2007,264,7,0.113077464
2007,264,8,0.095477844
2007,264,9,0.137300664
2007,264,10,1.873509348
2007,264,11,4.016921928
2007,264,12,4.749597084
2007,264,13,5.164958364
2007,264,14,4.102561344
2007,264,15,4.655623992
2007,264,16,4.85090712
2007,264,17,4.395260508
2007,264,18,2.964754212
2007,264,19,1.479088476
2007,264,20,0.755390436
2007,264,21,0.449904516
2007,264,22,0.282942012
2007,264,23,0.18329742
2007,264,24,0.11545434
2007,265,1,0.124850748
2007,265,2,0.076311264
2007,265,3,0.04670034
2007,265,4,0.031444476
2007,265,5,0.027867468
2007,265,6,0.029176764
2007,265,7,0.026186628
2007,265,8,0.034942116
2007,265,9,0.064945752
2007,265,10,0.260608848
2007,265,11,1.67020686
2007,265,12,4.380561012
2007,265,13,6.005560428
2007,265,14,6.711349752
2007,265,15,6.706470732
2007,265,16,6.026334084
2007,265,17,4.775039004
